"AorS" "TraintBodyAccMeanX" "TraintBodyAccMeanY" "TraintBodyAccMeanZ" "TraintBodyAccStdX" "TraintBodyAccStdY" "TraintBodyAccStdZ" "TraintGravAccMeanX" "TraintGravAccMeanY" "TraintGravAccMeanZ" "TraintGravAccStdX" "TraintGravAccStdY" "TraintGravAccStdZ" "TraintBodyACCJMeanX" "TraintBodyACCJMeanY" "TraintBodyACCJMeanZ" "TraintBodyACCJStdX" "TraintBodyACCJStdY" "TraintBodyACCJStdZ" "TraintBodyGyroMeanX" "TraintBodyGyroMeanY" "TraintBodyGyroMeanZ" "TraintBodyGyroStdX" "TraintBodyGyroStdY" "TraintBodyGyroStdZ" "TraintBodyGyroJMeanX" "TraintBodyGyroJMeanY" "TraintBodyGyroJMeanZ" "TraintBodyGyroJStdX" "TraintBodyGyroJStdY" "TraintBodyGyroJStdZ" "TraintBodyAccMMean" "TraintBodyAccMStd" "TraintGravAccMStd" "TraintGravAccMMean" "TraintBodyAccJMMean" "TraintBodyAccJMStd" "TraintBodyGyroMMean" "TraintBodyGyroMStd" "TraintBodyGyroJMMean" "TraintBodyGyroJMStd" "TrainfBodyAccMeanX" "TrainfBodyAccMeaY" "TrainfBodyAccMeaZ" "TrainfBodyAccStdX" "TrainfBodyAccStdY" "TrainfBodyAccStdZ" "TrainfBodyAccJMeanX" "TrainfBodyAccJMeanY" "TrainfBodyAccJMeanZ" "TrainfBodyAccJStdX" "TrainfBodyAccJStdY" "TrainfBodyAccJStdZ" "TrainfBodyGryroMeanX" "TrainfBodyGryroMeanY" "TrainfBodyGryroMeanZ" "TrainfBodyGryroStdX" "TrainfBodyGryroStdY" "TrainfBodyGryroStdZ" "TrainfBodyAccMMean" "TrainfBodyAccMStd" "TrainfBody2AccJMMean" "TrainfBody2AccJMStd" "TrainfBody2GyroMMean" "TrainfBody2GyroMStd" "TrainfBody2GyroJMMean" "TrainfBody2GyroJMStd" "TesttBodyAccMeanX" "TesttBodyAccMeanY" "TesttBodyAccMeanZ" "TesttBodyAccStdX" "TesttBodyAccStdY" "TesttBodyAccStdZ" "TesttGravAccMeanX" "TesttGravAccMeanY" "TesttGravAccMeanZ" "TesttGravAccStdX" "TesttGravAccStdY" "TesttGravAccStdZ" "TesttBodyACCJMeanX" "TesttBodyACCJMeanY" "TesttBodyACCJMeanZ" "TesttBodyACCJStdX" "TesttBodyACCJStdY" "TesttBodyACCJStdZ" "TesttBodyGyroMeanX" "TesttBodyGyroMeanY" "TesttBodyGyroMeanZ" "TesttBodyGyroStdX" "TesttBodyGyroStdY" "TesttBodyGyroStdZ" "TesttBodyGyroJMeanX" "TesttBodyGyroJMeanY" "TesttBodyGyroJMeanZ" "TesttBodyGyroJStdX" "TesttBodyGyroJStdY" "TesttBodyGyroJStdZ" "TesttBodyAccMMean" "TesttBodyAccMStd" "TesttGravAccMStd" "TesttGravAccMMean" "TesttBodyAccJMMean" "TesttBodyAccJMStd" "TesttBodyGyroMMean" "TesttBodyGyroMStd" "TesttBodyGyroJMMean" "TesttBodyGyroJMStd" "TestfBodyAccMeanX" "TestfBodyAccMeaY" "TestfBodyAccMeaZ" "TestfBodyAccStdX" "TestfBodyAccStdY" "TestfBodyAccStdZ" "TestfBodyAccJMeanX" "TestfBodyAccJMeanY" "TestfBodyAccJMeanZ" "TestfBodyAccJStdX" "TestfBodyAccJStdY" "TestfBodyAccJStdZ" "TestfBodyGryroMeanX" "TestfBodyGryroMeanY" "TestfBodyGryroMeanZ" "TestfBodyGryroStdX" "TestfBodyGryroStdY" "TestfBodyGryroStdZ" "TestfBodyAccMMean" "TestfBodyAccMStd" "TestfBody2AccJMMean" "TestfBody2AccJMStd" "TestfBody2GyroMMean" "TestfBody2GyroMStd" "TestfBody2GyroJMMean" "TestfBody2GyroJMStd"
"7" 0.270007670309891 -0.0187443310376492 -0.112263638775298 -0.604518327563455 -0.567369655363911 -0.480470468307296 0.660658351904878 -0.0331895867810448 0.0534919835817454 -0.956340287073807 -0.955660461893541 -0.924354609846363 0.0830682106512599 0.00853931017927255 -0.00794063021882627 -0.641068729812452 -0.640238464241034 -0.680000380730138 -0.0489096187107125 -0.0666603345640184 0.0977400552476882 -0.703129208370957 -0.668935508248074 -0.67945275335848 -0.0952018503627672 -0.0413824869037997 -0.0605425617825224 -0.713657130054529 -0.6913393531886 -0.76489168768272 -0.537204900682771 -0.53952318021621 -0.53952318021621 -0.537204900682771 -0.643718203677293 -0.576760834513461 -0.602775417046071 -0.616211384221723 -0.727702596859222 -0.674262460250839 -0.619463679899355 -0.584420312869791 -0.552567310127131 -0.599540480155081 -0.586713145281642 -0.48410043564148 -0.661883208200394 -0.658452350889076 -0.659348277399704 -0.651995338542351 -0.645077807641089 -0.699322694799605 -0.660701956796594 -0.648932861106534 -0.673105387405501 -0.719407464023932 -0.686254480951378 -0.712802063940872 -0.547366794697221 -0.608042568797494 -0.579176854749792 -0.577062775306991 -0.64627885489852 -0.665394576581146 -0.68541534646732 -0.683641531866642 0.273918378370173 -0.0179158854737856 -0.108455375674004 -0.614998302461083 -0.50515851599535 -0.632719289815814 0.680149070448679 -0.0149613268260713 0.0874597256073241 -0.967231459859281 -0.956822909961337 -0.94450079646946 0.0782361589925182 0.00665341994838863 -0.00448631317927463 -0.628695785972074 -0.597171975843787 -0.767788766101054 -0.039671156436755 -0.071375864996096 0.0929149385304318 -0.721140415926488 -0.696965324079584 -0.650407290343268 -0.0939923876802721 -0.0419599227622851 -0.0561663741231772 -0.732003322644395 -0.789491899083251 -0.733604658088008 -0.55840899592962 -0.59983135748623 -0.59983135748623 -0.55840899592962 -0.644370864659236 -0.613850730600341 -0.610209684437324 -0.678677334925644 -0.764614403574324 -0.776984555065458 -0.623314755371533 -0.530606395693693 -0.675831260784847 -0.613059877338478 -0.524810509313424 -0.639853398710445 -0.648397009717287 -0.618214174031033 -0.749073475040802 -0.642103359569322 -0.602085881859003 -0.785333775154969 -0.668239739171091 -0.71491763329883 -0.639119406050172 -0.739503812931209 -0.691103063374067 -0.688151265155586 -0.588630519338197 -0.670160221229475 -0.610501251158678 -0.621271935282322 -0.706801259854647 -0.71735473493813 -0.779394221999356 -0.790194385583354
"8" 0.270560783271144 -0.0180752243123197 -0.106653853366598 -0.609287244921075 -0.385441900445172 -0.529256600932697 0.627699383248488 0.0440594449989704 0.0976296576219046 -0.954519042357053 -0.94903230539542 -0.924272727715376 0.0834604697252758 0.00203914995996106 -0.0185629942034953 -0.607370151751404 -0.492064603545639 -0.692136934857437 0.00455300060211793 -0.0901774650604765 0.0652127179084116 -0.675368317177006 -0.597931582079401 -0.538505163373949 -0.105993580438959 -0.040003471876482 -0.0577877864843268 -0.693839017051718 -0.706016891152542 -0.716659895488518 -0.499607379512814 -0.581071241050762 -0.581071241050762 -0.499607379512814 -0.566157891938007 -0.59532613163045 -0.505876011988825 -0.606122624422416 -0.695669874774555 -0.736331107614624 -0.61068366915059 -0.411698231356221 -0.580359370189357 -0.610565623482952 -0.411995885638829 -0.540655915516998 -0.622174270557796 -0.527731511875186 -0.669907306629022 -0.627926126373439 -0.489057868201134 -0.713403656673874 -0.623959773051257 -0.604609332651949 -0.554686197397634 -0.693249239237756 -0.598714015978963 -0.577727066756522 -0.543887962571667 -0.671445535182744 -0.562409101144003 -0.645311274424654 -0.635083584202847 -0.656574772863754 -0.723551396753564 -0.773454865381194 0.273796223909341 -0.0177603311947643 -0.108127581644072 -0.65431768708494 -0.551792817392191 -0.666883206056817 0.649474993235776 0.00688323895455769 0.10427984920871 -0.967634480146781 -0.958355847054602 -0.946174829847594 0.0782345148481582 0.00692346020918259 -0.00447913819073008 -0.66613578671959 -0.636105852223191 -0.790290234661506 -0.0381419730801482 -0.0725561853628854 0.0934565884947054 -0.746953892050625 -0.725229712023408 -0.68402741318916 -0.0945844618679669 -0.041787759817683 -0.0562022767557581 -0.757363382514339 -0.809437460072243 -0.759963232196183 -0.601321849222293 -0.637613181107634 -0.637613181107634 -0.601321849222293 -0.679730835667408 -0.652022225907684 -0.646030359281244 -0.70651898321905 -0.787357619543514 -0.797809907250211 -0.661423264671218 -0.575255934047374 -0.706571226147149 -0.652739470335031 -0.569348881811428 -0.672992261889711 -0.683842197510977 -0.655060211435629 -0.77330482246678 -0.678204149485682 -0.640621690605947 -0.806084002199339 -0.699141987248259 -0.741594448475771 -0.673870244098779 -0.76357664274964 -0.719846053828929 -0.718103698288397 -0.628301767756983 -0.700832122496933 -0.649080795692475 -0.658474342888257 -0.733023707774994 -0.741357679458473 -0.800124956811102 -0.809582155583986
"11" 0.276431500445803 -0.0190239764232656 -0.108900817325478 -0.618630554185983 -0.51799256503767 -0.684564614610585 0.713598921363666 0.0724976541769707 0.139692253718774 -0.976303066104244 -0.958892742216326 -0.958681215150462 0.0825830187299992 0.0077258541910222 -0.00596336698649408 -0.682016792474321 -0.630060730527773 -0.852370755069577 -0.0521307164637497 -0.0588779164950846 0.0890793249302312 -0.756015353481272 -0.718693139617356 -0.740316668742467 -0.0825076695896778 -0.0489246314186812 -0.0485960153176105 -0.793221120500405 -0.876032838511442 -0.807397420929883 -0.572074444781149 -0.639426446480065 -0.639426446480065 -0.572074444781149 -0.699523496603942 -0.685503589043198 -0.649412603861224 -0.71403621191016 -0.836535853023951 -0.874652074202526 -0.645441869583641 -0.55702072279349 -0.765670331071543 -0.609778700208083 -0.529411089551443 -0.67147077448714 -0.698274688866923 -0.652455279967235 -0.836532864023604 -0.693959467344559 -0.630592145086749 -0.866981849363845 -0.727246653666208 -0.789233688338109 -0.725248217382014 -0.767290010573644 -0.687306858329282 -0.769473531043019 -0.638570425820409 -0.696526150769206 -0.678131979058078 -0.697000099784908 -0.771385279171432 -0.727683258936307 -0.872840789923998 -0.886067054374189 0.273553893801412 -0.0179609398469777 -0.108559837245535 -0.616043365382169 -0.505397813234416 -0.63287170520039 0.662675401907204 -0.00249422154806419 0.0944055199863372 -0.966680263032688 -0.956892340170307 -0.944823511697245 0.0782229702989787 0.00668726882607048 -0.0044030251730636 -0.629818975158131 -0.598182515845791 -0.76871918646417 -0.0392522984363859 -0.0718142997872715 0.0932546458451901 -0.722587252642616 -0.696694169478228 -0.650048044136366 -0.0941213179533297 -0.041835204556359 -0.0562363058514872 -0.732972725563445 -0.790174228744093 -0.734688193750335 -0.559145410273705 -0.601561793050109 -0.601561793050109 -0.559145410273705 -0.645326962142831 -0.615356070484205 -0.610352397906832 -0.679861848260509 -0.765335672055771 -0.77807227196798 -0.624277435446123 -0.531377454750453 -0.676496293320666 -0.614123261899213 -0.524775342632269 -0.639713602252387 -0.649543282983816 -0.619222237883223 -0.750090675556606 -0.643101899638767 -0.603023632104088 -0.786176553102818 -0.669730608896937 -0.71533698637764 -0.639631035695197 -0.74090731108551 -0.690455559330742 -0.687523311856858 -0.590435980906314 -0.671583399155957 -0.611865260273515 -0.62294124497908 -0.707928635386955 -0.718340954021439 -0.780407887879966 -0.791300476097745
"14" 0.269391488453014 -0.0160729055860395 -0.100918928222746 -0.636028702953876 -0.410277802035416 -0.332582798923852 0.660428511347512 -0.100495765504885 -0.142812553902722 -0.941148375633143 -0.943526972101669 -0.917157222000264 0.0751045020933913 0.00396570899249777 -0.00330147031452112 -0.666631936456779 -0.614801738962514 -0.678717866084435 -0.0002771541042542 -0.0955387033967068 0.0634570067167903 -0.744730655723596 -0.429614779821778 -0.402409406175018 -0.107263673128578 -0.0427948025935239 -0.0451989980110782 -0.79737867875868 -0.716302289108136 -0.664763575930585 -0.483739810045761 -0.507787930390205 -0.507787930390205 -0.483739810045761 -0.634629510167274 -0.633638282796773 -0.448240228394281 -0.497930542674148 -0.7190307002769 -0.744685690707695 -0.644071179661414 -0.488988126384435 -0.473817963128196 -0.633641765189545 -0.410886239787631 -0.31397380822743 -0.677991842750726 -0.62643256734447 -0.643160085638349 -0.684994406013512 -0.629152456009314 -0.713619295652037 -0.716327202174126 -0.531964017056081 -0.461959007372598 -0.755621446063267 -0.381023109533628 -0.441853015984952 -0.525856453978629 -0.57603835919938 -0.625594589829079 -0.647106141663824 -0.56780692893951 -0.539789722443809 -0.735940204517537 -0.77594141024329 0.273866074828345 -0.0178728134784463 -0.108389645342116 -0.627653626871095 -0.517046389130537 -0.641173054567907 0.696065638076528 -0.0220006378955866 0.0833949787712272 -0.968042103845087 -0.956887969457166 -0.944426349201406 0.0779740021736756 0.00672292816419525 -0.00449420396387379 -0.640242006710507 -0.608712853207954 -0.775037207583036 -0.0390438950475475 -0.0713536944143102 0.0921843025992458 -0.728269011352215 -0.704049543192142 -0.658444306956456 -0.094315110908539 -0.0418966832862883 -0.0559151521159334 -0.739532332007832 -0.795752823507763 -0.741714196707229 -0.570588282043327 -0.611965035589365 -0.611965035589365 -0.570588282043327 -0.655086769810611 -0.62593028427845 -0.619548677524627 -0.686384222337832 -0.771487869632804 -0.783736475628346 -0.635300104054557 -0.542901055539074 -0.684510331813179 -0.625939288561205 -0.535713237310727 -0.647498544748755 -0.659413067191621 -0.6291386331081 -0.756849963507013 -0.653151449903398 -0.613508509538395 -0.792052206534071 -0.676982719375094 -0.722458867688099 -0.648624406215558 -0.74608911877832 -0.697830383508096 -0.69489489218656 -0.601477936373036 -0.6799664827855 -0.622490000398917 -0.633331611986986 -0.714487445705386 -0.723715050243723 -0.786030984601392 -0.796593889635729
"15" 0.27845561511834 -0.0166199848344445 -0.112599405904784 -0.591145412401645 -0.511491608008892 -0.722911707448923 0.669681365953003 0.122142279405653 0.0351884457454471 -0.96943539595385 -0.957852605392635 -0.947876246497627 0.0778054837457654 0.00493653063463975 -0.00432343028485266 -0.652203533685216 -0.618857697193112 -0.838997818977349 -0.0266301462989247 -0.0757291250313299 0.0912794171885648 -0.713476703792621 -0.725312785001325 -0.739565213972283 -0.0968469934920202 -0.0440357626945473 -0.0559245446474712 -0.745033063304167 -0.863712566079847 -0.809672822423846 -0.559839680950795 -0.588985252925486 -0.588985252925486 -0.559839680950795 -0.678518884895815 -0.65316130638391 -0.639679857469032 -0.692837600469957 -0.817109729349814 -0.847018792030689 -0.614642023551894 -0.536524593635491 -0.758704003882943 -0.583071470748231 -0.529964388411867 -0.727233786845574 -0.6697954638878 -0.632905433273736 -0.820050231003555 -0.665174235144663 -0.629864278584975 -0.856943803962152 -0.683197554179724 -0.775337740175855 -0.730230430425762 -0.725156279662841 -0.701902665308565 -0.767333136663719 -0.594482108612741 -0.650676000809463 -0.642674795069501 -0.669814878097703 -0.747551949592475 -0.71136599027338 -0.846853104041483 -0.858579142901308 0.273302265760194 -0.017776036622232 -0.108171197301872 -0.663963560698081 -0.56416665813312 -0.675705092140377 0.609882088120753 0.0339213465664896 0.120848459340565 -0.966646838507685 -0.958802815095984 -0.947037932604123 0.07836797583988 0.00698608017504873 -0.00439776362030554 -0.676402140946025 -0.6473098407699 -0.79667012462958 -0.0374590628961741 -0.0735004806879362 0.0943473537318019 -0.755113006156561 -0.732352000603877 -0.692126065971178 -0.0947971701921925 -0.0415899644636991 -0.0563887417285208 -0.765046777576054 -0.815217083332179 -0.767512180911254 -0.612404899589862 -0.647535059153053 -0.647535059153053 -0.612404899589862 -0.689568967491769 -0.662855095423778 -0.655008455814356 -0.714777246992944 -0.793943806509821 -0.8041470741329 -0.67109460544022 -0.587526293872785 -0.714770844628207 -0.662336327830372 -0.580967051099156 -0.681405418895884 -0.693539254158308 -0.66562779901936 -0.780157388185133 -0.688129109594849 -0.651746728224119 -0.811984510702513 -0.708659211162811 -0.748821321410287 -0.682914142959647 -0.771242060863583 -0.726829171148159 -0.725094916979515 -0.638981410837347 -0.708730360626505 -0.659880552313377 -0.669230251320906 -0.740774029625142 -0.748456663685351 -0.806346120133921 -0.815602140842111
"16" 0.277716888856149 -0.0158514996777983 -0.106878171225044 -0.696403485637044 -0.672060344353567 -0.629677572836744 0.684710333940243 -0.0596928822348947 0.0585310452854446 -0.971663593595664 -0.965385791938941 -0.946814118438002 0.0772591226049362 0.00936257021513728 -0.0012007637431508 -0.749277518254387 -0.753827328859698 -0.784663779908868 -0.0129008274328353 -0.0733136774943606 0.0739454099622689 -0.813489491193757 -0.822095313593027 -0.753239871101043 -0.10702340425501 -0.0413473476540157 -0.0539913216668315 -0.867709994208392 -0.879405054868532 -0.848293394352661 -0.644902324986341 -0.688034346969267 -0.688034346969267 -0.644902324986341 -0.745642059991045 -0.741668824943666 -0.736228156296327 -0.799026535396655 -0.870444070807814 -0.884180535661513 -0.725257495512586 -0.693584950816589 -0.684448322611676 -0.686552569062089 -0.68257370334715 -0.63065989133873 -0.764795653981222 -0.766477333479909 -0.770477704490117 -0.755599422289996 -0.756886551911373 -0.797483541460922 -0.804228461683357 -0.828607984352056 -0.772359617647812 -0.818616072687532 -0.820798311697872 -0.770920688561795 -0.693250503122897 -0.734881858772291 -0.735392735289465 -0.751388051410895 -0.829486723692191 -0.814994205128831 -0.882356318540946 -0.894943878918153 0.273770066322456 -0.0175895609754997 -0.107830529212664 -0.686094052848958 -0.591706591836682 -0.694399723624515 0.651130566776379 0.0124083095968258 0.10902323059048 -0.968294525621683 -0.958540344818742 -0.946180953926135 0.0782288272684954 0.0068972321157244 -0.00465472180395999 -0.699329848481823 -0.672869706546953 -0.810452515003066 -0.0375269450618426 -0.0728801957212896 0.0928727699701405 -0.768409935925958 -0.749988907153934 -0.710833379825279 -0.0950118016068545 -0.04165974141837 -0.0558947571301247 -0.781196417730034 -0.828375622577018 -0.782928911414352 -0.636722293873382 -0.666493019156446 -0.666493019156446 -0.636722293873382 -0.71190976975347 -0.686146395489561 -0.675039790913674 -0.729531776339015 -0.808561388227588 -0.817211758802491 -0.693307842272694 -0.614535520549552 -0.732154460569369 -0.684394124834278 -0.6069631495261 -0.699309468652623 -0.71486363207509 -0.689357254074242 -0.794753344081141 -0.710641235883626 -0.677580252962661 -0.824951283644103 -0.725751915305077 -0.765392459449382 -0.702424303749671 -0.783336243027601 -0.744857225089028 -0.741744288194156 -0.660250129923658 -0.72328763070409 -0.683263881617911 -0.692169397802109 -0.755668271960387 -0.760541337854622 -0.81923275507222 -0.827932566822268
"17" 0.27377703249365 -0.017514993983189 -0.109493070559159 -0.638200403747177 -0.591751170615787 -0.680465534302353 0.681994657184428 -0.0024133233397351 -0.00400053310961845 -0.972344603427095 -0.959612919407578 -0.950501961838663 0.0805765376550556 0.00867547537734494 0.00276066899030219 -0.705154098061736 -0.686950911805455 -0.824754805933439 -0.0164179440700558 -0.0822424918953591 0.0790211268634865 -0.774594338207951 -0.778749220167384 -0.736403760232577 -0.10745879901954 -0.0391450872199664 -0.0511058383767104 -0.800346928299851 -0.836581124885036 -0.819967161095775 -0.597368730877614 -0.663031516873655 -0.663031516873655 -0.597368730877614 -0.716284183290819 -0.713799447640825 -0.696176480013357 -0.766171159813601 -0.821990658555812 -0.835392862873749 -0.676862514957072 -0.624579182346982 -0.736157916933155 -0.624844812988745 -0.601021535079405 -0.676311949675732 -0.736528672362919 -0.711831428348183 -0.814802976059291 -0.699794368712685 -0.681477629128078 -0.833349902151874 -0.745895914518002 -0.788623165625576 -0.743152750597061 -0.785007616853202 -0.7750866657165 -0.759053135943705 -0.672434554863282 -0.710635561426423 -0.717946610204605 -0.711558860148818 -0.784194627152065 -0.796323504003362 -0.839634901084478 -0.842554467605318 0.273898005578194 -0.0176075295168854 -0.107833312040942 -0.677757536985981 -0.57862512021671 -0.686812247069973 0.650099426233672 0.0104346396536618 0.108336856040829 -0.968479441677937 -0.959165527922197 -0.94697533507943 0.0781386579885608 0.00705274874523781 -0.00447243185764734 -0.687566630544842 -0.657891408301494 -0.803053246355278 -0.0375372370432133 -0.0728562578754803 0.0932122525875123 -0.761787642900544 -0.741796335247891 -0.704028028987085 -0.0948276412390145 -0.0417679642710769 -0.0560693052949515 -0.771545355774134 -0.820649344446218 -0.774969963496268 -0.626417959040083 -0.659857336101081 -0.659857336101081 -0.626417959040083 -0.69979896762164 -0.673698866246265 -0.667286686718098 -0.722656762631575 -0.800176200813481 -0.809477914150064 -0.683862089865728 -0.600708051052627 -0.724340331962827 -0.676505360398329 -0.595092138397314 -0.692407838864324 -0.704199637457803 -0.675758665244854 -0.787089946103574 -0.698793852336797 -0.662093250591295 -0.817811903541791 -0.716794080739478 -0.756984472346615 -0.694197928197563 -0.77744140633347 -0.736814165695586 -0.736033396485374 -0.651395690503437 -0.719058705372558 -0.671090449213348 -0.679461848673298 -0.748076302046802 -0.755382892766284 -0.811795969664691 -0.820365674607434
"19" 0.270162479867787 -0.0181372716536598 -0.117551085218808 -0.609499587045711 -0.541912170471262 -0.673358595902744 0.451480299083723 0.11088296211004 0.248006836345201 -0.959972931688653 -0.960936463278561 -0.944178514067579 0.0774277919932082 0.0121198986205128 -0.0018663568166908 -0.604605730962125 -0.602251337966279 -0.726924872083108 -0.0359517930024936 -0.0698177473539038 0.0877218789441942 -0.664237893454445 -0.668006924608338 -0.668881755084136 -0.0906726985285795 -0.038349851571633 -0.0570091165478928 -0.645252710586544 -0.747159405312842 -0.711010758473671 -0.567480558409301 -0.629993807673452 -0.629993807673452 -0.567480558409301 -0.608220820659745 -0.632871074790888 -0.58008561792777 -0.636571939025032 -0.707325383526166 -0.74605208932291 -0.620276115485054 -0.556021966888856 -0.672283112586326 -0.606307594419875 -0.563894514057472 -0.701736956431682 -0.625145545609791 -0.625763740942904 -0.704332122664 -0.618975191074154 -0.603500210182268 -0.748267089443034 -0.58481999566291 -0.667055273309288 -0.630528068821013 -0.690745988308967 -0.672949123710334 -0.713965327194045 -0.590880220619882 -0.712994995213911 -0.609233770048703 -0.668599844440361 -0.662283554552001 -0.684314444782193 -0.740593254469039 -0.772295698215742 0.273470836048735 -0.0174333561497975 -0.107506455711714 -0.719477197336191 -0.629992864732006 -0.724057312300927 0.598363808281313 0.0495331722481013 0.134906553539943 -0.968150020675239 -0.960656924782089 -0.948911618162502 0.078288806387302 0.00725186491568653 -0.00442793836470617 -0.728617729825533 -0.701469828081126 -0.827782740805417 -0.0360687884117486 -0.0744168983920521 0.0941472946951433 -0.791139568736833 -0.772992923800857 -0.740443798857324 -0.0953728095053145 -0.0415028146056717 -0.0561675533361519 -0.80027329599493 -0.842954843359516 -0.804025559232885 -0.672903019786863 -0.699943306956835 -0.699943306956835 -0.672903019786863 -0.738861555498615 -0.715738970482025 -0.706224924690442 -0.753845982858561 -0.825627625858023 -0.832860305005524 -0.724784432542358 -0.650066410975827 -0.757807438475549 -0.718410850442305 -0.64407804380665 -0.728564585428338 -0.74295806696192 -0.716897834288524 -0.813676588516174 -0.738487623500012 -0.705339486231358 -0.840660364236217 -0.751766190025005 -0.786533415804149 -0.732015247717595 -0.804852263004732 -0.768508312032761 -0.768431805579156 -0.693926688465451 -0.751334700368928 -0.713512795495322 -0.72053084500281 -0.777406419286756 -0.782271996461035 -0.835006785148289 -0.842224727134839
"21" 0.277016172977483 -0.0176428709729854 -0.108779515584268 -0.699112469129714 -0.596152953229726 -0.690942001193129 0.629461496680859 -0.0605828318729987 0.0479189212877567 -0.966012984613057 -0.970350398603226 -0.953875236381988 0.0818662828045143 0.00426656664144098 -0.0104468211949459 -0.722000360565994 -0.687191618911641 -0.79836341420538 -0.0264356352140521 -0.0802061967206136 0.0858300097108587 -0.809068376477218 -0.779617674200703 -0.720391091721454 -0.100739126952247 -0.0403191324762364 -0.0533574161955576 -0.803684805755682 -0.828493311747192 -0.825258287063679 -0.648489473598824 -0.686973936891521 -0.686973936891521 -0.648489473598824 -0.72461666537464 -0.703967091945374 -0.713388906095998 -0.775359963862047 -0.820573843450319 -0.835275456402699 -0.717812665416736 -0.62171978183145 -0.72850057275623 -0.693023209675121 -0.608648254876318 -0.69544701002582 -0.737739810964062 -0.700066509254127 -0.78500490788874 -0.730986908743532 -0.695215585288867 -0.81035923678706 -0.766977526402503 -0.775072722144809 -0.728814993623275 -0.82320043517538 -0.78509556537436 -0.744999816472846 -0.685453368180022 -0.736891722016099 -0.704197253294611 -0.706616990932627 -0.790169042404109 -0.804991114375946 -0.837869267595108 -0.844706073322187 0.273549436578187 -0.0173973862989068 -0.107452171981536 -0.726411634993152 -0.639699827298242 -0.729905993371004 0.612070947597409 0.0423674568948475 0.130520277350377 -0.96850169572796 -0.960230209106379 -0.948220062296981 0.0782748490571209 0.00715832452805617 -0.0045790107889486 -0.737320991669846 -0.712107817031032 -0.833186109800335 -0.0361042345372212 -0.0741989666037077 0.0935803654061815 -0.795672671490516 -0.779175303487284 -0.745943610694216 -0.0955053614819018 -0.0414805224794482 -0.0559637165599119 -0.806991713489015 -0.8484583824321 -0.809819392043704 -0.680913211383057 -0.705454084744112 -0.705454084744112 -0.680913211383057 -0.747676710821524 -0.724810786258484 -0.712365247205889 -0.758757733906742 -0.831596544324287 -0.838295241741013 -0.73226863343355 -0.660160062364437 -0.763734485320827 -0.725120969517626 -0.652964090623441 -0.733931948057711 -0.750899841554639 -0.726595289850303 -0.819296438833166 -0.747197642402224 -0.71629573329848 -0.845850324360636 -0.757990234308943 -0.792716654707934 -0.738363317631025 -0.808866035085918 -0.774652168255012 -0.773138839749685 -0.700881956090242 -0.755091593283433 -0.722443805330411 -0.729710987131887 -0.782826960579707 -0.785975238217345 -0.840266548641682 -0.847495542356229
"22" 0.274933553523561 -0.0166586376904613 -0.108625974144321 -0.578247501289555 -0.521546185481747 -0.673135408125056 0.587732232510852 0.0453252319341275 0.248216286121397 -0.958828200454347 -0.957850414588142 -0.940352748134907 0.0785336236168228 0.0147876900103703 -0.00730000324278103 -0.612057760548477 -0.585693166627988 -0.773827520106087 -0.00820689867222178 -0.0944494843461507 0.0832653141998547 -0.713714847908946 -0.795478689597231 -0.672991538284165 -0.109014069218804 -0.0385422896822656 -0.058462711818626 -0.726237207418299 -0.868446484379132 -0.757552719859336 -0.536488724935504 -0.621260805305879 -0.621260805305879 -0.536488724935504 -0.634354648832267 -0.613899857006266 -0.658020812772391 -0.693754193382228 -0.807559285481851 -0.835448801007235 -0.62326474786065 -0.537684813023941 -0.70477740674198 -0.56247536211632 -0.544403812635126 -0.682390822722892 -0.630166010197846 -0.598932186344946 -0.754460952957341 -0.628357314871578 -0.600500546118887 -0.792187439974741 -0.660817769058875 -0.803099034409941 -0.663354137310465 -0.731646439782968 -0.793196684492329 -0.70698505536876 -0.601112822244177 -0.694373888913197 -0.61084767648417 -0.621328709312384 -0.743626475434327 -0.71526188473036 -0.839828930559873 -0.842866857418922 0.273340362077585 -0.0175899274758057 -0.10780652678588 -0.703381209881412 -0.610746276737907 -0.709127062328212 0.60564933454231 0.0409566987340129 0.128069086118137 -0.967672922819883 -0.959782984686766 -0.947879340366103 0.0782583740711865 0.00715597439100182 -0.00449114811514544 -0.714696533355927 -0.687776325592963 -0.819793797179269 -0.0362216618321345 -0.0741397921347299 0.0940305727355954 -0.780382185628099 -0.760882818949558 -0.724992534244473 -0.0953893753818713 -0.041463830994231 -0.0561715232306134 -0.791244187171114 -0.836067746627604 -0.794209013236201 -0.655134374296813 -0.684547896667712 -0.684547896667712 -0.655134374296813 -0.725984894485907 -0.701988424406725 -0.690308280650758 -0.742144805224115 -0.817490479875203 -0.825732965711054 -0.709576733477495 -0.632676371463396 -0.745387623542181 -0.702014126550729 -0.625185379797457 -0.713566886847108 -0.729656342800477 -0.703732013671998 -0.804948050566696 -0.725200501670458 -0.692023165353843 -0.833424979403493 -0.739420482347822 -0.77600590291843 -0.71735447868311 -0.794671046788574 -0.755723427153221 -0.754231835770836 -0.678461397206134 -0.738406898491261 -0.699291476627333 -0.707568212019718 -0.767070480794682 -0.771711673998079 -0.827752603248508 -0.835811030668023
